Lipid_name,15,50,200
1-6,95.3,75.56666666666668,42.36666666666667
1-8,90.73333333333333,75.76666666666667,42.233333333333334
1-10,93.36666666666667,75.5,51.0
1-12,91.7,79.10000000000001,67.2
1-14,90.43333333333334,86.13333333333333,68.03333333333333
1-6-6,100.66666666666667,77.3,54.73333333333333
1-6-8,98.43333333333334,88.26666666666667,76.46666666666667
1-6-10,94.56666666666666,90.76666666666667,79.89999999999999
1-6-12,99.33333333333333,88.03333333333335,82.60000000000001
1-6-14,96.86666666666667,86.16666666666667,79.8
1-8-6,98.33333333333333,91.23333333333335,81.43333333333334
1-8-8,90.43333333333334,81.33333333333333,74.86666666666666
1-8-10,90.73333333333335,84.7,80.13333333333334
1-8-12,96.5,90.5,78.60000000000001
1-8-14,98.30000000000001,87.06666666666666,71.63333333333334
1-10-6,91.96666666666665,89.76666666666667,72.06666666666666
1-10-8,97.59999999999998,91.39999999999999,75.06666666666666
1-10-10,99.30000000000001,89.5,80.16666666666667
1-10-12,93.83333333333333,87.86666666666667,78.13333333333334
1-10-14,98.7,80.93333333333334,71.83333333333333
1-12-6,88.16666666666667,83.23333333333333,73.60000000000001
1-12-8,92.83333333333333,89.76666666666667,81.56666666666666
1-12-10,94.46666666666668,87.8,78.36666666666666
1-12-12,94.23333333333333,90.03333333333335,79.5
1-12-14,89.56666666666666,79.76666666666667,62.800000000000004
1-14-6,98.0,90.89999999999999,77.86666666666667
1-14-8,100.66666666666667,88.53333333333335,77.33333333333333
1-14-10,97.66666666666667,91.73333333333333,75.7
1-14-12,93.69999999999999,83.03333333333333,59.76666666666667
1-14-14,92.36666666666667,71.36666666666667,47.13333333333333
MC3,97.63333333333333,91.03333333333335,79.73333333333333
